科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
B,美术与设计类,14,浙江万里学院,5,艺术与科技（中德2+2双学位班）,32,537,B-08051
B,美术与设计类,92,浙江工业大学之江学院,22,环境设计,39,537,B-08167
B,美术与设计类,95,杭州电子科技大学信息工程学院,10,产品设计,80,537,B-08177
B,美术与设计类,96,浙江工商大学杭州商学院,27,视觉传达设计,55,537,B-08038
B,美术与设计类,1201,北京科技大学天津学院,14,视觉传达设计,2,537,B-08181
B,美术与设计类,1509,内蒙古师范大学,3,服装与服饰设计,6,537,B-08034
B,美术与设计类,2101,鞍山师范学院,9,产品设计,2,537,B-08140
B,美术与设计类,2221,吉林动画学院,1,动画,10,537,B-07988
B,美术与设计类,3130,上海建桥学院,44,视觉传达设计,4,537,B-08135
B,美术与设计类,3307,扬州大学广陵学院,16,环境设计,3,537,B-08169
B,美术与设计类,3690,南昌师范学院,1,摄影,2,537,B-08084
B,美术与设计类,4112,武汉传媒学院,10,影视摄影与制作,3,537,B-08105
B,美术与设计类,4225,洛阳理工学院,19,美术学,8,537,B-08128
B,美术与设计类,4225,洛阳理工学院,20,环境设计,12,537,B-08130
B,美术与设计类,4336,湖南女子学院,2,服装与服饰设计,2,537,B-07998
B,美术与设计类,4355,怀化学院,3,环境设计,3,537,B-08005
B,美术与设计类,4518,广西艺术学院,9,服装与服饰设计,1,537,B-08040
B,美术与设计类,4518,广西艺术学院,12,中国画,4,537,B-08088
B,美术与设计类,5122,四川大学锦江学院,11,视觉传达设计,2,537,B-08008
Ca,音乐类音乐表演器乐方向,5137,四川音乐学院,1,音乐表演（民族弹拨乐）,2,537,Ca00534
Cd,音乐类音乐教育声乐主项,5314,云南大学,2,音乐学,2,537,Cd00482
G,播音与主持类,3261,南京师范大学中北学院,2,播音与主持艺术,5,537,G-00558
G,播音与主持类,5118,内江师范学院,4,播音与主持艺术,2,537,G-00563
B,美术与设计类,14,浙江万里学院,6,视觉传达设计(中外合作办学),32,536,B-08258
B,美术与设计类,94,宁波大学科学技术学院,35,产品设计,27,536,B-08266
B,美术与设计类,94,宁波大学科学技术学院,36,动画,28,536,B-08208
B,美术与设计类,168,温州肯恩大学,13,产品设计(中外合作办学),22,536,B-08336
B,美术与设计类,2243,吉林艺术学院,7,服装与服饰设计,2,536,B-08214
B,美术与设计类,2243,吉林艺术学院,9,工艺美术,4,536,B-08235
B,美术与设计类,2340,绥化学院,3,视觉传达设计,2,536,B-08359
B,美术与设计类,2340,绥化学院,4,环境设计,2,536,B-08397
B,美术与设计类,3143,上海杉达学院,41,产品设计,4,536,B-08403
B,美术与设计类,3247,南京航空航天大学金城学院,35,环境设计,6,536,B-08398
B,美术与设计类,3260,南京师范大学泰州学院,7,视觉传达设计,10,536,B-08228
B,美术与设计类,3260,南京师范大学泰州学院,8,数字媒体艺术,10,536,B-08289
B,美术与设计类,3307,扬州大学广陵学院,17,服装与服饰设计,4,536,B-08390
B,美术与设计类,3608,江西财经大学现代经济管理学院,28,数字媒体艺术,4,536,B-08313
B,美术与设计类,3650,南昌航空大学科技学院,13,视觉传达设计,5,536,B-08299
B,美术与设计类,4015,湖北工业大学工程技术学院,23,产品设计,2,536,B-08278
B,美术与设计类,4265,平顶山学院,3,陶瓷艺术设计,3,536,B-08200
B,美术与设计类,4306,长沙理工大学城南学院,1,视觉传达设计,4,536,B-08367
B,美术与设计类,5105,四川传媒学院,7,视觉传达设计,3,536,B-08339
Cb,音乐类音乐表演声乐方向,5131,四川师范大学,46,音乐表演（声乐）,4,536,Cb00540
Cc,音乐类音乐教育器乐主项,6142,西安音乐学院,10,录音艺术,1,536,Cc00502
Cd,音乐类音乐教育声乐主项,24,温州大学,57,音乐学(师范),12,536,Cd00497
Ec,表(导)演类戏剧影视导演方向,1112,北京金融科技学院,20,戏剧影视导演,8,536,Ec00764
Ec,表(导)演类戏剧影视导演方向,1150,首都师范大学科德学院,17,戏剧影视导演,6,536,Ec00766
B,美术与设计类,97,浙江理工大学科技与艺术学院,22,数字媒体艺术,70,535,B-08475
B,美术与设计类,97,浙江理工大学科技与艺术学院,25,视觉传达设计,70,535,B-08438
B,美术与设计类,2101,鞍山师范学院,7,摄影,3,535,B-08572
B,美术与设计类,2221,吉林动画学院,2,数字媒体艺术,8,535,B-08595
B,美术与设计类,2243,吉林艺术学院,6,环境设计,2,535,B-08589
B,美术与设计类,3130,上海建桥学院,47,艺术与科技,4,535,B-08588
B,美术与设计类,3146,上海师范大学天华学院,12,影视摄影与制作,4,535,B-08609
B,美术与设计类,3280,三江学院,26,数字媒体艺术,10,535,B-08525
B,美术与设计类,3512,福建师范大学协和学院,3,产品设计,5,535,B-08548
B,美术与设计类,3512,福建师范大学协和学院,4,环境设计,5,535,B-08606
B,美术与设计类,3547,厦门华厦学院,18,数字媒体艺术,3,535,B-08503
B,美术与设计类,3608,江西财经大学现代经济管理学院,27,产品设计,4,535,B-08626
B,美术与设计类,3620,南昌应用技术师范学院,1,视觉传达设计,1,535,B-08604
B,美术与设计类,3735,山东工艺美术学院,4,产品设计（应用设计方向）,2,535,B-08432
B,美术与设计类,4015,湖北工业大学工程技术学院,12,动画,2,535,B-08554
B,美术与设计类,4015,湖北工业大学工程技术学院,20,视觉传达设计（广告方向）,3,535,B-08499
B,美术与设计类,4015,湖北工业大学工程技术学院,21,环境设计,2,535,B-08491
B,美术与设计类,4250,河南工程学院,13,服装与服饰设计,6,535,B-08486
B,美术与设计类,4403,电子科技大学中山学院,24,视觉传达设计,2,535,B-08500
B,美术与设计类,5333,云南艺术学院,21,美术学（史论）,1,535,B-08579
B,美术与设计类,6519,新疆政法学院,1,美术学,4,535,B-08610
Cb,音乐类音乐表演声乐方向,5333,云南艺术学院,3,音乐表演（演唱）,1,535,Cb00553
Ea,表(导)演类戏剧影视表演方向,4468,华南农业大学珠江学院,2,表演,2,535,Ea00640
G,播音与主持类,3247,南京航空航天大学金城学院,38,播音与主持艺术,5,535,G-00588
G,播音与主持类,3260,南京师范大学泰州学院,6,播音与主持艺术,10,535,G-00580
G,播音与主持类,4228,南阳理工学院,21,播音与主持艺术,8,535,G-00582
B,美术与设计类,92,浙江工业大学之江学院,25,服装与服饰设计,35,534,B-08793
B,美术与设计类,96,浙江工商大学杭州商学院,25,环境设计,30,534,B-08831
B,美术与设计类,96,浙江工商大学杭州商学院,26,产品设计,55,534,B-08642
B,美术与设计类,168,温州肯恩大学,12,环境设计(中外合作办学),15,534,B-08708
B,美术与设计类,1102,北京城市学院,9,影视摄影与制作,2,534,B-08804
B,美术与设计类,1333,衡水学院,5,环境设计,2,534,B-08640
B,美术与设计类,3130,上海建桥学院,45,环境设计,4,534,B-08828
B,美术与设计类,3247,南京航空航天大学金城学院,37,绘画,4,534,B-08706
B,美术与设计类,3280,三江学院,24,动画,10,534,B-08786
B,美术与设计类,3650,南昌航空大学科技学院,14,动画,5,534,B-08763
B,美术与设计类,4038,武汉设计工程学院,3,视觉传达设计,4,534,B-08697
B,美术与设计类,5122,四川大学锦江学院,12,环境设计,2,534,B-08739
Cc,音乐类音乐教育器乐主项,1167,中央民族大学,22,音乐学(中外合作办学),2,534,Cc00542
Eb,表(导)演类服装表演方向,3120,上海工程技术大学,16,表演,5,534,Eb00048
G,播音与主持类,3606,南昌交通学院,27,播音与主持艺术,1,534,G-00597
B,美术与设计类,33,浙江树人学院,25,视觉传达设计,62,533,B-09050
B,美术与设计类,97,浙江理工大学科技与艺术学院,24,动画,70,533,B-08874
B,美术与设计类,119,浙江财经大学东方学院,31,视觉传达设计,49,533,B-08858
B,美术与设计类,1201,北京科技大学天津学院,15,环境设计,2,533,B-08946
B,美术与设计类,1420,山西传媒学院,7,环境设计,2,533,B-08970
B,美术与设计类,2221,吉林动画学院,6,戏剧影视美术设计,4,533,B-08856
B,美术与设计类,3130,上海建桥学院,50,数字媒体艺术（双语班）,4,533,B-09057
B,美术与设计类,3547,厦门华厦学院,16,视觉传达设计,4,533,B-08949
B,美术与设计类,3768,青岛城市学院,22,动画,1,533,B-09065
B,美术与设计类,4015,湖北工业大学工程技术学院,22,环境设计（景观设计）,3,533,B-09029
B,美术与设计类,4357,张家界学院,6,美术学,2,533,B-08977
B,美术与设计类,5114,电子科技大学成都学院,21,动画,5,533,B-08948
B,美术与设计类,5165,四川电影电视学院,6,数字媒体艺术(中外合作办学),1,533,B-09032
B,美术与设计类,5333,云南艺术学院,28,环境设计(中外合作办学),4,533,B-09015
Cb,音乐类音乐表演声乐方向,21,湖州师范学院,34,音乐学(师范),3,533,Cb00578
Cb,音乐类音乐表演声乐方向,4607,海南师范大学,12,音乐学（声乐方向）(师范),2,533,Cb00581
Cc,音乐类音乐教育器乐主项,24,温州大学,22,音乐学(师范),22,533,Cc00561
G,播音与主持类,1314,河北传媒学院,14,播音与主持艺术,30,533,G-00606
G,播音与主持类,3650,南昌航空大学科技学院,16,播音与主持艺术,2,533,G-00605
G,播音与主持类,3771,青岛电影学院,1,播音与主持艺术,3,533,G-00607
G,播音与主持类,5138,四川文化艺术学院,6,播音与主持艺术,1,533,G-00601
B,美术与设计类,94,宁波大学科学技术学院,34,环境设计,57,532,B-09080
B,美术与设计类,101,浙江农林大学暨阳学院,13,数字媒体艺术,50,532,B-09115
B,美术与设计类,2221,吉林动画学院,4,视觉传达设计,4,532,B-09157
B,美术与设计类,3130,上海建桥学院,48,产品设计（珠宝首饰设计）,8,532,B-09251
B,美术与设计类,3152,上海外国语大学贤达经济人文学院,15,数字媒体艺术,5,532,B-09140
B,美术与设计类,3252,南京理工大学泰州科技学院,26,环境设计,5,532,B-09158
B,美术与设计类,3302,江苏师范大学科文学院,7,影视摄影与制作,4,532,B-09131
B,美术与设计类,3521,福州外语外贸学院,29,数字媒体艺术,2,532,B-09274
B,美术与设计类,3530,闽南理工学院,7,视觉传达设计,1,532,B-09142
B,美术与设计类,3614,南昌工学院,37,视觉传达设计,1,532,B-09208
B,美术与设计类,4357,张家界学院,7,视觉传达设计,2,532,B-09109
B,美术与设计类,4403,电子科技大学中山学院,25,产品设计,2,532,B-09156
B,美术与设计类,6149,西京学院,1,视觉传达设计,2,532,B-09202
Ca,音乐类音乐表演器乐方向,3627,江西师范大学,2,音乐表演（器乐）,1,532,Ca00608
Cb,音乐类音乐表演声乐方向,1418,中北大学,43,音乐表演,1,532,Cb00596
Cd,音乐类音乐教育声乐主项,3425,安徽师范大学,30,音乐学(师范),3,532,Cd00560
Cd,音乐类音乐教育声乐主项,3627,江西师范大学,9,音乐学（声乐）(师范),3,532,Cd00566
Cd,音乐类音乐教育声乐主项,4096,中南民族大学,14,音乐学（主项声乐）,3,532,Cd00556
Ea,表(导)演类戏剧影视表演方向,1119,吉利学院,9,表演,8,532,Ea00702
Ea,表(导)演类戏剧影视表演方向,2237,吉林体育学院,5,表演,35,532,Ea00709
G,播音与主持类,4265,平顶山学院,1,播音与主持艺术,3,532,G-00619
G,播音与主持类,5019,重庆财经学院,18,播音与主持艺术,3,532,G-00624
M,书法类,24,温州大学,29,书法学,4,532,M-00081
B,美术与设计类,94,宁波大学科学技术学院,37,工艺美术,50,531,B-09486
B,美术与设计类,97,浙江理工大学科技与艺术学院,26,环境设计,70,531,B-09509
B,美术与设计类,2221,吉林动画学院,3,艺术与科技,9,531,B-09368
B,美术与设计类,3143,上海杉达学院,43,服装与服饰设计,6,531,B-09296
B,美术与设计类,3152,上海外国语大学贤达经济人文学院,19,视觉传达设计,5,531,B-09405
B,美术与设计类,3768,青岛城市学院,21,数字媒体艺术,1,531,B-09367
B,美术与设计类,4068,武汉城市学院,29,视觉传达设计,6,531,B-09334
B,美术与设计类,4099,江汉大学,3,公共艺术,1,531,B-09518
B,美术与设计类,4323,湖南工业大学科技学院,3,视觉传达设计,4,531,B-09310
B,美术与设计类,5028,重庆对外经贸学院,31,视觉传达设计,6,531,B-09384
B,美术与设计类,5105,四川传媒学院,8,影视摄影与制作(中外合作办学),3,531,B-09423
B,美术与设计类,5114,电子科技大学成都学院,22,艺术与科技,5,531,B-09292
B,美术与设计类,6129,西安科技大学高新学院,5,环境设计,2,531,B-09450
Ca,音乐类音乐表演器乐方向,21,湖州师范学院,33,音乐学(师范),3,531,Ca00623
Ca,音乐类音乐表演器乐方向,5131,四川师范大学,47,音乐表演（器乐）,4,531,Ca00621
Ea,表(导)演类戏剧影视表演方向,2221,吉林动画学院,8,表演,4,531,Ea00730
Eb,表(导)演类服装表演方向,15,浙江科技大学,25,表演（服装表演）,3,531,Eb00054
B,美术与设计类,93,浙江师范大学行知学院,10,设计学类,145,530,B-09555
B,美术与设计类,97,浙江理工大学科技与艺术学院,23,产品设计（产品、家居用品）,70,530,B-09644
B,美术与设计类,122,绍兴文理学院元培学院,21,设计学类,105,530,B-09666
B,美术与设计类,3217,无锡太湖学院,26,视觉传达设计,32,530,B-09571
B,美术与设计类,3217,无锡太湖学院,29,数字媒体艺术,20,530,B-09588
B,美术与设计类,3519,福州大学至诚学院,3,产品设计,8,530,B-09564
B,美术与设计类,3530,闽南理工学院,10,数字媒体艺术,1,530,B-09602
B,美术与设计类,4038,武汉设计工程学院,4,动画,4,530,B-09676
B,美术与设计类,4038,武汉设计工程学院,5,产品设计,4,530,B-09703
Cc,音乐类音乐教育器乐主项,3627,江西师范大学,10,音乐学（器乐）(师范),2,530,Cc00596
Cc,音乐类音乐教育器乐主项,6142,西安音乐学院,13,艺术与科技（音乐数字媒体）,1,530,Cc00595
Cd,音乐类音乐教育声乐主项,1167,中央民族大学,21,音乐学(中外合作办学),4,530,Cd00593
Cd,音乐类音乐教育声乐主项,3288,苏州科技大学,25,音乐学(师范),4,530,Cd00597
Ea,表(导)演类戏剧影视表演方向,5006,重庆人文科技学院,4,表演,10,530,Ea00752
B,美术与设计类,119,浙江财经大学东方学院,32,环境设计,49,529,B-09765
B,美术与设计类,3217,无锡太湖学院,31,艺术与科技,10,529,B-09832
B,美术与设计类,3521,福州外语外贸学院,25,视觉传达设计,2,529,B-09750
B,美术与设计类,3530,闽南理工学院,9,产品设计,1,529,B-09813
B,美术与设计类,3768,青岛城市学院,19,视觉传达设计,2,529,B-09777
B,美术与设计类,4403,电子科技大学中山学院,23,环境设计,2,529,B-09834
B,美术与设计类,5028,重庆对外经贸学院,33,产品设计,4,529,B-09910
Cb,音乐类音乐表演声乐方向,3288,苏州科技大学,26,流行音乐,2,529,Cb00649
Cc,音乐类音乐教育器乐主项,6142,西安音乐学院,11,艺术与科技（电子音乐制作）,1,529,Cc00616
G,播音与主持类,4038,武汉设计工程学院,8,播音与主持艺术,6,529,G-00661
M,书法类,3767,山东艺术学院,18,书法学,1,529,M-00084
B,美术与设计类,1304,燕京理工学院,8,摄影,1,529,B-09922
B,美术与设计类,101,浙江农林大学暨阳学院,11,视觉传达设计,95,528,B-09950
B,美术与设计类,2221,吉林动画学院,5,服装与服饰设计,3,528,B-09969
B,美术与设计类,3152,上海外国语大学贤达经济人文学院,16,环境设计,5,528,B-10044
B,美术与设计类,3280,三江学院,25,环境设计,15,528,B-10095
B,美术与设计类,3521,福州外语外贸学院,24,动画,3,528,B-10105
B,美术与设计类,3521,福州外语外贸学院,28,产品设计,2,528,B-09949
B,美术与设计类,3547,厦门华厦学院,17,环境设计,3,528,B-09973
B,美术与设计类,3614,南昌工学院,39,产品设计,3,528,B-09957
B,美术与设计类,3771,青岛电影学院,7,戏剧影视美术设计,3,528,B-10037
B,美术与设计类,3771,青岛电影学院,9,文物保护与修复,3,528,B-09986
B,美术与设计类,4012,湖北大学知行学院,6,设计学类,5,528,B-10045
B,美术与设计类,4038,武汉设计工程学院,9,影视摄影与制作,4,528,B-09992
B,美术与设计类,4068,武汉城市学院,30,动画,5,528,B-10003
B,美术与设计类,4071,武汉纺织大学外经贸学院,19,视觉传达设计,4,528,B-09952
